229,Inglés,1-3,Monólogos,Describo lo que estoy haciendo. 2,2020-01-25 18:12:03.453072-05
230,Inglés,1-3,Monólogos,"Nombro algunas cosas que puedo hacer y que no puedo hacer. 1, 2",2020-01-25 18:12:03.453072-05
231,Inglés,1-3,Monólogos,Describo lo que hacen algunos miembros de mi comunidad. 2,2020-01-25 18:12:03.453072-05
232,Inglés,1-3,Monólogos,"Uso gestos y movimientos corporales para hacerme entender mejor. 2, 3",2020-01-25 18:12:03.453072-05
233,Inglés,1-3,Monólogos,"Describo algunas características de mí mismo, de otras personas, de animales, de lugares y del clima. 1, 2",2020-01-25 18:12:03.453072-05
234,Inglés,1-3,Monólogos,"Participo en representaciones cortas; memorizo y comprendo los parlamentos. 1, 2",2020-01-25 18:12:03.453072-05
235,Inglés,1-3,Conversación,Respondo a saludos y a despedidas. 2,2020-01-25 18:12:03.453072-05
236,Inglés,1-3,Conversación,Respondo a preguntas sobre cómo me siento. 2,2020-01-25 18:12:03.453072-05
237,Inglés,1-3,Conversación,"Uso expresiones cotidianas para expresar mis necesidades inmediatas en el aula. 1, 2",2020-01-25 18:12:03.453072-05
238,Inglés,1-3,Conversación,"Utilizo el lenguaje no verbal cuando no puedo responder verbalmente a preguntas sobre mis preferencias. Por ejemplo, asintiendo o negando con la cabeza. 2, 3",2020-01-25 18:12:03.453072-05
239,Inglés,1-3,Conversación,"Expreso e indico necesidades personales básicas relacionadas con el aula. 2, 3",2020-01-25 18:12:03.453072-05
240,Inglés,1-3,Conversación,"Respondo a preguntas sobre personas, objetos y lugares de mi entorno. 2",2020-01-25 18:12:03.453072-05
241,Inglés,1-3,Conversación,Pido que me repitan el mensaje cuando no lo comprendo.,2020-01-25 18:12:03.453072-05
242,Inglés,1-3,Conversación,"Participó activamente en juegos de palabras y rondas. 1, 3",2020-01-25 18:12:03.453072-05
243,Inglés,1-3,Conversación,Refuerzo con gestos lo que digo para hacerme entender. 3,2020-01-25 18:12:03.453072-05
244,Inglés,4-5,Escucha,"Sigo atentamente lo que dicen mi profesor y mis compañeros durante un juego o una actividad. 2, 3",2020-01-25 18:12:03.453072-05
245,Inglés,4-5,Escucha,"Participo en juegos y actividades siguiendo instrucciones simples. 1, 2",2020-01-25 18:12:03.453072-05
246,Inglés,4-5,Escucha,"Identifico los nombres de los personajes y los eventos principales de un cuento leído por el profesor y apoyado en imágenes, videos o cualquier tipo de material visual. 1",2020-01-25 18:12:03.453072-05
247,Inglés,4-5,Escucha,Reconozco algunos estados de ánimo a través del tono o volumen de voz en una historia leída por el profesor o en una grabación. 3,2020-01-25 18:12:03.453072-05
248,Inglés,4-5,Escucha,"Identifico de quién me hablan a partir de su descripción física. 1, 2",2020-01-25 18:12:03.453072-05
249,Inglés,4-5,Escucha,"Comprendo información personal proporcionada por mis compañeros y mi profesor. 1, 2",2020-01-25 18:12:03.453072-05
250,Inglés,4-5,Escucha,"Identifico objetos, personas y acciones que me son conocidas en un texto descriptivo corto leído por el profesor. 1, 2",2020-01-25 18:12:03.453072-05
251,Inglés,4-5,Escucha,"Identifico la secuencia de las acciones y las asocio con los momentos del día, cuando alguien describe su rutina diaria. 1, 2, 3",2020-01-25 18:12:03.453072-05
252,Inglés,4-5,Escucha,Memorizo y sigo el ritmo de canciones populares de países angloparlantes. 3,2020-01-25 18:12:03.453072-05
253,Inglés,4-5,Lectura,Asocio un dibujo con su descripción escrita. 2,2020-01-25 18:12:03.453072-05
254,Inglés,4-5,Lectura,"Comprendo descripciones cortas sobre personas, lugares y acciones conocidas. 1, 2",2020-01-25 18:12:03.453072-05
255,Inglés,4-5,Lectura,Ubico en un texto corto los lugares y momentos en que suceden las acciones. 1,2020-01-25 18:12:03.453072-05
256,Inglés,4-5,Lectura,"Identifico las acciones en una secuencia corta de eventos. 1, 2",2020-01-25 18:12:03.453072-05
257,Inglés,4-5,Lectura,Utilizo gráficas para representar la información más relevante de un texto. 2,2020-01-25 18:12:03.453072-05
258,Inglés,4-5,Lectura,Utilizo el diccionario como apoyo a la comprensión de textos.,2020-01-25 18:12:03.453072-05
259,Inglés,4-5,Lectura,"Identifico elementos culturales como nombres propios y lugares, en textos sencillos. 1, 3",2020-01-25 18:12:03.453072-05
260,Inglés,4-5,Lectura,"Leo y entiendo textos auténticos y sencillos sobre acontecimientos concretos asociados a tradiciones culturales que conozco (cumpleaños, navidad, etc.). 1, 3",2020-01-25 18:12:03.453072-05
261,Inglés,4-5,Lectura,"Reconozco, en un texto narrativo corto, aspectos como qué, quién, cuándo y dónde. 1, 2",2020-01-25 18:12:03.453072-05
262,Inglés,4-5,Lectura,"Participo en juegos de búsqueda de palabras desconocidas. 1, 2, 3",2020-01-25 18:12:03.453072-05
263,Inglés,4-5,Escritura,Escribo sobre temas de mi interés. 2,2020-01-25 18:12:03.453072-05
264,Inglés,4-5,Escritura,Escribo descripciones y narraciones cortas basadas en una secuencia de ilustraciones. 2,2020-01-25 18:12:03.453072-05
265,Inglés,4-5,Escritura,"Escribo tarjetas con mensajes cortos de felicitación o invitación. 1, 2, 3",2020-01-25 18:12:03.453072-05
266,Inglés,4-5,Escritura,"Describo los rasgos personales de gente de mi entorno. 1, 2",2020-01-25 18:12:03.453072-05
267,Inglés,4-5,Escritura,"Enlazo frases y oraciones usando conectores que expresan secuencia y adición. 1, 2",2020-01-25 18:12:03.453072-05
268,Inglés,4-5,Escritura,"Escribo textos cortos que describen mi estado de ánimo y mis preferencias. 1, 2",2020-01-25 18:12:03.453072-05
269,Inglés,4-5,Escritura,"Uso adecuadamente estructuras y patrones gramaticales de uso frecuente. 1, 2",2020-01-25 18:12:03.453072-05
270,Inglés,4-5,Escritura,Verifico co la ortografía de las palabras que escribo con frecuencia. 1,2020-01-25 18:12:03.453072-05
271,Inglés,4-5,Escritura,"Escribo pequeñas historias que me imagino. 1, 2, 3",2020-01-25 18:12:03.453072-05
272,Inglés,4-5,Monólogos,"Me describo a mí o a otra persona conocida, con frases simples y cortas, teniendo en cuenta su edad y sus características físicas. 1, 2, 3",2020-01-25 18:12:03.453072-05
273,Inglés,4-5,Monólogos,"Uso oraciones cortas para decir lo que puedo o no puedo hacer. 1, 2",2020-01-25 18:12:03.453072-05
274,Inglés,4-5,Monólogos,Deletreo palabras que me son conocidas. 1,2020-01-25 18:12:03.453072-05
275,Inglés,4-5,Monólogos,"Expreso en una palabra o frase corta, cómo me siento. 1, 2",2020-01-25 18:12:03.453072-05
276,Inglés,4-5,Monólogos,"Digo un texto corto memorizado en una dramatización, ayudándome con gestos. 3",2020-01-25 18:12:03.453072-05
277,Inglés,4-5,Monólogos,"Describo con oraciones simples el clima y determino la ropa necesaria, según corresponda. 2, 3",2020-01-25 18:12:03.453072-05
278,Inglés,4-5,Monólogos,"Recito un trabalenguas sencillo o una rima, o canto el coro de una canción. 1, 3",2020-01-25 18:12:03.453072-05
279,Inglés,4-5,Monólogos,"Hablo de las actividades que realizo habitualmente. 1, 2",2020-01-25 18:12:03.453072-05
280,Inglés,4-5,Monólogos,Busco oportunidades para usar lo que sé en inglés. 3,2020-01-25 18:12:03.453072-05
281,Inglés,4-5,Monólogos,"Puedo hablar de cantidades y contar objetos hasta mil. 1, 2",2020-01-25 18:12:03.453072-05
282,Inglés,4-5,Conversación,"Respondo a preguntas personales como nombre, edad, nacionalidad y dirección, con apoyo de repeticiones cuando sea necesario. 1, 2",2020-01-25 18:12:03.453072-05
283,Inglés,4-5,Conversación,"Puedo saludar de acuerdo con la hora del día, de forma natural y apropiada. 2, 3",2020-01-25 18:12:03.453072-05
284,Inglés,4-5,Conversación,"Saludo cortésmente de acuerdo con la edad y rango del interlocutor. 2, 3",2020-01-25 18:12:03.453072-05
285,Inglés,4-5,Conversación,"Solicito a mi profesor y a mis compañeros que me aclaren una duda o me expliquen algo sobre lo que hablamos. 2, 3",2020-01-25 18:12:03.453072-05
286,Inglés,4-5,Conversación,"Pido y acepto disculpas de forma simple y cortés. 2, 3",2020-01-25 18:12:03.453072-05
287,Inglés,4-5,Conversación,"Sigo y doy instrucciones básicas cuando participo en juegos conocidos. 1, 2",2020-01-25 18:12:03.453072-05
288,Inglés,4-5,Conversación,"Mantengo una conversación simple en inglés con un compañero cuando desarrollo una actividad de aula. 1, 2",2020-01-25 18:12:03.453072-05
289,Inglés,4-5,Conversación,"Pregunto y respondo sobre las características físicas de objetos familiares. 1, 2",2020-01-25 18:12:03.453072-05
290,Inglés,4-5,Conversación,"Respondo preguntas sobre mis gustos y preferencias. 1, 2",2020-01-25 18:12:03.453072-05
291,Inglés,4-5,Conversación,"Puedo cortésmente llamar la atención de mi profesor con una frase corta. 1, 2, 3",2020-01-25 18:12:03.453072-05
292,Castellano,1-3,PRODUCCIÓN TEXTUAL. Produzco textos orales que responden a distintos propósitos comunicativos,"Utilizo, de acuerdo con el contexto, un vocabulario adecuado para expresar mis ideas. ",2020-01-25 18:12:03.453072-05
293,Castellano,1-3,PRODUCCIÓN TEXTUAL. Produzco textos orales que responden a distintos propósitos comunicativos,"Expreso en forma clara mis ideas y sentimientos, según lo amerite la situación comunicativa.",2020-01-25 18:12:03.453072-05
294,Castellano,1-3,PRODUCCIÓN TEXTUAL. Produzco textos orales que responden a distintos propósitos comunicativos,Utilizo la entonación y los matices afectivos de voz para alcanzar mi propósito en diferentes situaciones comunicativas. ,2020-01-25 18:12:03.453072-05
295,Castellano,1-3,PRODUCCIÓN TEXTUAL. Produzco textos orales que responden a distintos propósitos comunicativos,"Tengo en cuenta aspectos semánticos y morfosintácticos, de acuerdo con la situación comunicativa en la que intervengo. ",2020-01-25 18:12:03.453072-05
296,Castellano,1-3,PRODUCCIÓN TEXTUAL. Produzco textos orales que responden a distintos propósitos comunicativos,"Describo personas, objetos, lugares, etc., en forma detallada. ",2020-01-25 18:12:03.453072-05
297,Castellano,1-3,PRODUCCIÓN TEXTUAL. Produzco textos orales que responden a distintos propósitos comunicativos,Describo eventos de manera secuencial. ,2020-01-25 18:12:03.453072-05
298,Castellano,1-3,PRODUCCIÓN TEXTUAL. Produzco textos orales que responden a distintos propósitos comunicativos,Elaboro instrucciones que evidencian secuencias lógicas en la realización de acciones.,2020-01-25 18:12:03.453072-05
299,Castellano,1-3,PRODUCCIÓN TEXTUAL. Produzco textos orales que responden a distintos propósitos comunicativos,Expongo y defiendo mis ideas en función de la situación comunicativa.,2020-01-25 18:12:03.453072-05
300,Castellano,1-3,PRODUCCIÓN TEXTUAL. Produzco textos orales que responden a distintos propósitos comunicativos,Produzco textos escritos que responden a diversas necesidades comunicativas.,2020-01-25 18:12:03.453072-05
301,Castellano,1-3,PRODUCCIÓN TEXTUAL. Produzco textos orales que responden a distintos propósitos comunicativos,"Determino el tema, el posible lector de mi texto y el propósito comunicativo que me lleva a producirlo. ",2020-01-25 18:12:03.453072-05
302,Castellano,1-3,PRODUCCIÓN TEXTUAL. Produzco textos orales que responden a distintos propósitos comunicativos,Elijo el tipo de texto que requiere mi propósito comunicativo. ,2020-01-25 18:12:03.453072-05
303,Castellano,1-3,PRODUCCIÓN TEXTUAL. Produzco textos orales que responden a distintos propósitos comunicativos,"Busco información en distintas fuentes: personas, medios de comunicación y libros, entre otras. ",2020-01-25 18:12:03.453072-05
304,Castellano,1-3,PRODUCCIÓN TEXTUAL. Produzco textos orales que responden a distintos propósitos comunicativos,Elaboro un plan para organizar mis ideas. ,2020-01-25 18:12:03.453072-05
305,Castellano,1-3,PRODUCCIÓN TEXTUAL. Produzco textos orales que responden a distintos propósitos comunicativos,Desarrollo un plan textual para la producción de un texto descriptivo. ,2020-01-25 18:12:03.453072-05
306,Castellano,1-3,PRODUCCIÓN TEXTUAL. Produzco textos orales que responden a distintos propósitos comunicativos,"Reviso, socializo y corrijo mis escritos, teniendo en cuenta las propuestas de mis compañeros y profesor, y atendiendo algunos aspectos gramaticales (concordancia, tiempos verbales, pronombres) y ortográficos (acentuación, mayúsculas, signos de puntuación) de la lengua castellana.",2020-01-25 18:12:03.453072-05
307,Castellano,1-3,COMPRENSIÓN E INTERPRETACIÓN TEXTUAL. Comprendo textos que tienen diferentes formatos y finalidades.,"Leo diferentes clases de textos: manuales, tarjetas, afiches, cartas, periódicos, etc. ",2020-01-25 18:12:03.453072-05
308,Castellano,1-3,COMPRENSIÓN E INTERPRETACIÓN TEXTUAL. Comprendo textos que tienen diferentes formatos y finalidades.,Reconozco la función social de los diversos tipos de textos que leo. ,2020-01-25 18:12:03.453072-05
309,Castellano,1-3,COMPRENSIÓN E INTERPRETACIÓN TEXTUAL. Comprendo textos que tienen diferentes formatos y finalidades.,Identifico la silueta o el formato de los textos que leo. ,2020-01-25 18:12:03.453072-05
310,Castellano,1-3,COMPRENSIÓN E INTERPRETACIÓN TEXTUAL. Comprendo textos que tienen diferentes formatos y finalidades.,"Elaboro hipótesis acerca del sentido global de los textos, antes y durante el proceso de lectura; para el efecto, me apoyo en mis conocimientos previos, las imágenes y los títulos. ",2020-01-25 18:12:03.453072-05
311,Castellano,1-3,COMPRENSIÓN E INTERPRETACIÓN TEXTUAL. Comprendo textos que tienen diferentes formatos y finalidades.,Identifico el propósito comunicativo y la idea global de un texto. ,2020-01-25 18:12:03.453072-05
312,Castellano,1-3,COMPRENSIÓN E INTERPRETACIÓN TEXTUAL. Comprendo textos que tienen diferentes formatos y finalidades.,Elaboro resúmenes y esquemas que dan cuenta del sentido de un texto. ,2020-01-25 18:12:03.453072-05
313,Castellano,1-3,COMPRENSIÓN E INTERPRETACIÓN TEXTUAL. Comprendo textos que tienen diferentes formatos y finalidades.,"Comparo textos de acuerdo con sus formatos, temáticas y funciones.",2020-01-25 18:12:03.453072-05
314,Castellano,1-3,LITERATURA. Comprendo textos literarios para propiciar el desarrollo de mi capacidad creativa y lúdica,"Leo fábulas, cuentos, poemas, relatos mitológicos, leyendas, o cualquier otro texto literario. ",2020-01-25 18:12:03.453072-05
315,Castellano,1-3,LITERATURA. Comprendo textos literarios para propiciar el desarrollo de mi capacidad creativa y lúdica,Elaboro y socializo hipótesis predictivas acerca del contenido de los textos. ,2020-01-25 18:12:03.453072-05
316,Castellano,1-3,LITERATURA. Comprendo textos literarios para propiciar el desarrollo de mi capacidad creativa y lúdica,Identificó  maneras de cómo se formula el inicio y el final de algunas narraciones. ,2020-01-25 18:12:03.453072-05
317,Castellano,1-3,LITERATURA. Comprendo textos literarios para propiciar el desarrollo de mi capacidad creativa y lúdica,"Diferencio poemas, cuentos y obras de teatro. ",2020-01-25 18:12:03.453072-05
318,Castellano,1-3,LITERATURA. Comprendo textos literarios para propiciar el desarrollo de mi capacidad creativa y lúdica,"Recreo relatos y cuentos cambiando personajes, ambientes, hechos y épocas. ",2020-01-25 18:12:03.453072-05
319,Castellano,1-3,LITERATURA. Comprendo textos literarios para propiciar el desarrollo de mi capacidad creativa y lúdica,Participo en la elaboración de guiones para teatro de títeres.,2020-01-25 18:12:03.453072-05
320,Castellano,1-3,MEDIOS DE COMUNICACIÓN Y OTROS SISTEMAS SIMBÓLICOS. Reconozco los medios de comunicación masiva y caracterizo la información que difunden.,Identifico los diversos medios de comunicación masiva con los que interactúo.,2020-01-25 18:12:03.453072-05
321,Castellano,1-3,MEDIOS DE COMUNICACIÓN Y OTROS SISTEMAS SIMBÓLICOS. Reconozco los medios de comunicación masiva y caracterizo la información que difunden.,"Caracterizo algunos medios de comunicación: radio, televisión, prensa, entre otros. ",2020-01-25 18:12:03.453072-05
322,Castellano,1-3,MEDIOS DE COMUNICACIÓN Y OTROS SISTEMAS SIMBÓLICOS. Reconozco los medios de comunicación masiva y caracterizo la información que difunden.,Comento mis programas favoritos de televisión o radio. ,2020-01-25 18:12:03.453072-05
323,Castellano,1-3,MEDIOS DE COMUNICACIÓN Y OTROS SISTEMAS SIMBÓLICOS. Reconozco los medios de comunicación masiva y caracterizo la información que difunden.,Identifico la información que emiten los medios de comunicación masiva y la forma de presentarla. ,2020-01-25 18:12:03.453072-05
324,Castellano,1-3,MEDIOS DE COMUNICACIÓN Y OTROS SISTEMAS SIMBÓLICOS. Reconozco los medios de comunicación masiva y caracterizo la información que difunden.,"Establezco diferencias y semejanzas entre noticieros, telenovelas, anuncios comerciales, dibujos animados, caricaturas, entre otros. ",2020-01-25 18:12:03.453072-05
325,Castellano,1-3,MEDIOS DE COMUNICACIÓN Y OTROS SISTEMAS SIMBÓLICOS. Reconozco los medios de comunicación masiva y caracterizo la información que difunden.,Utilizo los medios de comunicación masiva para adquirir información e incorporarla de manera significativa a mis esquemas de conocimiento.,2020-01-25 18:12:03.453072-05
326,Castellano,1-3,Comprendo la información que circula a través de algunos sistemas de comunicación no verbal.,Entiendo el lenguaje empleado en historietas y otros tipos de textos con imágenes fijas. ,2020-01-25 18:12:03.453072-05
327,Castellano,1-3,Comprendo la información que circula a través de algunos sistemas de comunicación no verbal.,"Expongo oralmente lo que me dicen mensajes cifrados en pictogramas, jeroglíficos, etc. ",2020-01-25 18:12:03.453072-05
328,Castellano,1-3,Comprendo la información que circula a través de algunos sistemas de comunicación no verbal.,"Reconozco la temática de caricaturas, tiras cómicas, historietas, anuncios publicitarios y otros medios de expresión gráfica.",2020-01-25 18:12:03.453072-05
329,Castellano,1-3,Comprendo la información que circula a través de algunos sistemas de comunicación no verbal.,Ordeno y completo la secuencia de viñetas que conforman una historieta. ,2020-01-25 18:12:03.453072-05
330,Castellano,1-3,Comprendo la información que circula a través de algunos sistemas de comunicación no verbal.,"Relaciono gráficas con texto escrito, ya sea completándolas o explicándolas.",2020-01-25 18:12:03.453072-05
331,Castellano,1-3,ÉTICA DE LA COMUNICACIÓN. Identifico los principales elementos y roles de la comunicación para enriquecer procesos comunicativos auténticos.,"Reconozco los principales elementos constitutivos de un proceso de comunicación: interlocutores, código, canal, texto y situación comunicativa. ",2020-01-25 18:12:03.453072-05
332,Castellano,1-3,ÉTICA DE LA COMUNICACIÓN. Identifico los principales elementos y roles de la comunicación para enriquecer procesos comunicativos auténticos.,Establezco semejanzas y diferencias entre quien produce el texto y quien lo interpreta. ,2020-01-25 18:12:03.453072-05
333,Castellano,1-3,ÉTICA DE LA COMUNICACIÓN. Identifico los principales elementos y roles de la comunicación para enriquecer procesos comunicativos auténticos.,Identifico en situaciones comunicativas reales los roles de quien produce y de quien interpreta un texto. ,2020-01-25 18:12:03.453072-05
334,Castellano,1-3,ÉTICA DE LA COMUNICACIÓN. Identifico los principales elementos y roles de la comunicación para enriquecer procesos comunicativos auténticos.,Identifico la intención de quien produce un texto.,2020-01-25 18:12:03.453072-05
335,Castellano,4-5,"PRODUCCIÓN TEXTUAL. Produzco textos orales, en situaciones comunicativas que permiten evidenciar el uso significativo de la entonación y la pertinencia articulatoria.","Organizo mis ideas para producir un texto oral, teniendo en cuenta mi realidad y mis propias experiencias. ",2020-01-25 18:12:03.453072-05
336,Castellano,4-5,"PRODUCCIÓN TEXTUAL. Produzco textos orales, en situaciones comunicativas que permiten evidenciar el uso significativo de la entonación y la pertinencia articulatoria.",Elaboro un plan para la exposición de mis ideas.,2020-01-25 18:12:03.453072-05
337,Castellano,4-5,"PRODUCCIÓN TEXTUAL. Produzco textos orales, en situaciones comunicativas que permiten evidenciar el uso significativo de la entonación y la pertinencia articulatoria.",Selecciono el léxico apropiado y acomodo mi estilo al plan de exposición así como al contexto comunicativo. ,2020-01-25 18:12:03.453072-05
338,Castellano,4-5,"PRODUCCIÓN TEXTUAL. Produzco textos orales, en situaciones comunicativas que permiten evidenciar el uso significativo de la entonación y la pertinencia articulatoria.",Adecuo la entonación y la pronunciación a las exigencias de las situaciones comunicativas en que participo. ,2020-01-25 18:12:03.453072-05
339,Castellano,4-5,"PRODUCCIÓN TEXTUAL. Produzco textos orales, en situaciones comunicativas que permiten evidenciar el uso significativo de la entonación y la pertinencia articulatoria.","Produzco un texto oral, teniendo en cuenta la entonación, la articulación y la organización de ideas que requiere la situación comunicativa.",2020-01-25 18:12:03.453072-05
340,Castellano,4-5,PRODUCCIÓN TEXTUAL. Produzco textos escritos que responden a diversas necesidades comunicativas y que siguen un procedimiento estratégico para su elaboración.,"Elijo un tema para producir un texto escrito, teniendo en cuenta un propósito, las características del interlocutor y las exigencias del contexto. ",2020-01-25 18:12:03.453072-05
341,Castellano,4-5,PRODUCCIÓN TEXTUAL. Produzco textos escritos que responden a diversas necesidades comunicativas y que siguen un procedimiento estratégico para su elaboración.,Diseño un plan para elaborar un texto informativo.,2020-01-25 18:12:03.453072-05
342,Castellano,4-5,PRODUCCIÓN TEXTUAL. Produzco textos escritos que responden a diversas necesidades comunicativas y que siguen un procedimiento estratégico para su elaboración.,"Produzco la primera versión de un texto informativo, atendiendo a requerimientos (formales y conceptuales) de la producción escrita en lengua castellana, con énfasis en algunos aspectos gramaticales (concordancia, tiempos verbales, nombres, pronombres, entre otros) y ortográficos. ",2020-01-25 18:12:03.453072-05
343,Castellano,4-5,PRODUCCIÓN TEXTUAL. Produzco textos escritos que responden a diversas necesidades comunicativas y que siguen un procedimiento estratégico para su elaboración.,Reescribo el texto a partir de las propuestas de corrección formuladas por mis compañeros y por mí.,2020-01-25 18:12:03.453072-05
344,Castellano,4-5,"COMPRENSIÓN E INTERPRETACIÓN TEXTUAL. Comprendo diversos tipos de texto, utilizando algunas estrategias de búsqueda, organización y almacenamiento de la información.","Leo diversos tipos de texto: descriptivo, informativo, narrativo, explicativo y argumentativo. ",2020-01-25 18:12:03.453072-05
345,Castellano,4-5,"COMPRENSIÓN E INTERPRETACIÓN TEXTUAL. Comprendo diversos tipos de texto, utilizando algunas estrategias de búsqueda, organización y almacenamiento de la información.","Comprendo los aspectos formales y conceptuales (en especial: características de las oraciones y formas de relación entre ellas), al interior de cada texto leído. ",2020-01-25 18:12:03.453072-05
346,Castellano,4-5,"COMPRENSIÓN E INTERPRETACIÓN TEXTUAL. Comprendo diversos tipos de texto, utilizando algunas estrategias de búsqueda, organización y almacenamiento de la información.",Identifico la intención comunicativa de cada uno de los textos leídos. ,2020-01-25 18:12:03.453072-05
347,Castellano,4-5,"COMPRENSIÓN E INTERPRETACIÓN TEXTUAL. Comprendo diversos tipos de texto, utilizando algunas estrategias de búsqueda, organización y almacenamiento de la información.","Determino algunas estrategias para buscar, seleccionar y almacenar información: resúmenes, cuadros sinópticos, mapas conceptuales y fi chas. ",2020-01-25 18:12:03.453072-05
348,Castellano,4-5,"COMPRENSIÓN E INTERPRETACIÓN TEXTUAL. Comprendo diversos tipos de texto, utilizando algunas estrategias de búsqueda, organización y almacenamiento de la información.","Establezco diferencias y semejanzas entre las estrategias de búsqueda, selección y almacenamiento de información. ",2020-01-25 18:12:03.453072-05
349,Castellano,4-5,"COMPRENSIÓN E INTERPRETACIÓN TEXTUAL. Comprendo diversos tipos de texto, utilizando algunas estrategias de búsqueda, organización y almacenamiento de la información.","Utilizo estrategias de búsqueda, selección y almacenamiento de información para mis procesos de producción y comprensión textual.",2020-01-25 18:12:03.453072-05
350,Castellano,4-5,"LITERATURA. Elaboro hipótesis de lectura acerca de las relaciones entre los elementos constitutivos de un texto literario, y entre éste y el contexto.","Leo diversos tipos de texto literario: relatos mitológicos, leyendas, cuentos, fábulas, poemas y obras teatrales. ",2020-01-25 18:12:03.453072-05
351,Castellano,4-5,"LITERATURA. Elaboro hipótesis de lectura acerca de las relaciones entre los elementos constitutivos de un texto literario, y entre éste y el contexto.","Reconozco, en los textos literarios que leo, elementos tales como tiempo, espacio, acción, personajes. ",2020-01-25 18:12:03.453072-05
352,Castellano,4-5,"LITERATURA. Elaboro hipótesis de lectura acerca de las relaciones entre los elementos constitutivos de un texto literario, y entre éste y el contexto.","Propongo hipótesis predictivas acerca de un texto literario, partiendo de aspectos como título, tipo de texto, época de la producción, etc. ",2020-01-25 18:12:03.453072-05
